Date,Open,High,Low,Close,Volume,Adj Close
23-11-2009,203,206,202.95,205.88,118724200,28.11
20-11-2009,199.15,200.39,197.76,199.92,101666600,27.3
19-11-2009,204.61,204.61,199.8,200.51,135581600,27.38
18-11-2009,206.54,207,204,205.96,93580200,28.12
17-11-2009,206.08,207.44,205,207,99128400,28.26
16-11-2009,205.48,208,205.01,206.63,121301600,28.21
13-11-2009,202.87,204.83,202.07,204.45,85810200,27.92
12-11-2009,203.14,204.87,201.43,201.99,90932800,27.58
11-11-2009,204.56,205,201.83,203.25,110967500,27.75
10-11-2009,201.02,204.98,201.01,202.98,100298800,27.72
09-11-2009,196.94,201.9,196.26,201.46,132213900,27.51
06-11-2009,192.51,195.19,192.4,194.34,73774400,26.54
05-11-2009,192.4,195,191.82,194.03,96200300,26.49
04-11-2009,190.73,193.85,190.23,190.81,121882600,26.05
03-11-2009,187.85,189.52,185.92,188.75,130635400,25.77
02-11-2009,189.8,192.88,185.57,189.31,169745800,25.85
30-10-2009,196.06,196.8,188.17,188.5,179381300,25.74
29-10-2009,195,196.81,192.14,196.35,142567600,26.81
28-10-2009,197.71,198.02,191.1,192.4,204596700,26.27
27-10-2009,201.66,202.81,196.45,197.37,189137900,26.95
26-10-2009,203.67,206.75,200.1,202.48,121084600,27.65
23-10-2009,205.7,205.8,203.23,203.94,105196700,27.85
22-10-2009,204.7,207.85,202.51,205.2,197848000,28.02
21-10-2009,199.52,208.71,199.23,204.92,298431700,27.98
20-10-2009,200.6,201.75,197.85,198.76,285259800,27.14
19-10-2009,187.85,190,185.55,189.86,235557700,25.92
16-10-2009,189.35,190.36,187.84,188.05,107856700,25.68
15-10-2009,189.63,190.92,189.53,190.56,93389100,26.02
14-10-2009,192.25,192.32,190.23,191.29,93877700,26.12
13-10-2009,190.63,191.17,189.7,190.02,87005100,25.95
12-10-2009,191.02,191.51,189.64,190.81,72006200,26.05
09-10-2009,188.97,190.7,188.62,190.47,73318000,26.01
08-10-2009,190.66,191.45,188.89,189.27,109552800,25.84
07-10-2009,189.76,190.55,189.03,190.25,116417000,25.98
06-10-2009,187.74,190.01,187.3,190.01,151271400,25.94
05-10-2009,186.2,186.86,184.27,186.02,105783300,25.4
02-10-2009,181.41,185.94,181.35,184.9,138327000,25.25
01-10-2009,185.35,186.22,180.7,180.86,131177900,24.7
30-09-2009,186.13,186.45,182.61,185.35,134896300,25.31
29-09-2009,186.73,187.4,184.31,185.38,86346400,25.31
28-09-2009,183.87,186.68,183.33,186.15,84361200,25.42
25-09-2009,182.01,185.5,181.44,182.37,111309800,24.9
24-09-2009,187.2,187.7,182.77,183.82,137720100,25.1
23-09-2009,185.4,188.9,185.03,185.5,148390900,25.33
22-09-2009,185.19,185.38,182.85,184.48,89188400,25.19
21-09-2009,184.29,185.16,181.62,184.02,109428900,25.13
18-09-2009,185.83,186.55,184.76,185.02,150395700,25.26
17-09-2009,181.98,186.79,181.97,184.55,202643000,25.2
16-09-2009,177.99,182.75,177.88,181.87,188505800,24.83
15-09-2009,174.04,175.65,173.59,175.16,106617700,23.92
14-09-2009,170.83,173.9,170.25,173.72,80502800,23.72
11-09-2009,172.91,173.18,170.87,172.16,87240300,23.51
10-09-2009,172.06,173.25,170.81,172.56,122783500,23.56
09-09-2009,172.78,174.47,169.7,171.14,202771800,23.37
08-09-2009,172.98,173.14,172,172.93,78761900,23.61
04-09-2009,167.28,170.7,167.09,170.31,93657200,23.26
03-09-2009,166.44,167.1,165,166.55,73488800,22.74
02-09-2009,164.62,167.61,164.11,165.18,91062300,22.55
01-09-2009,167.99,170,164.94,165.3,117257000,22.57
31-08-2009,168.16,168.85,166.5,168.21,77834400,22.97
28-08-2009,172.27,172.49,168.53,170.05,113425200,23.22
27-08-2009,168.75,169.57,164.83,169.45,112295400,23.14
26-08-2009,168.92,169.55,166.76,167.41,75999700,22.86
25-08-2009,169.46,170.94,169.13,169.4,81088700,23.13
24-08-2009,170.12,170.71,168.27,169.06,101732400,23.08
21-08-2009,167.65,169.37,166.8,169.22,104018600,23.11
20-08-2009,164.98,166.72,164.61,166.33,85507800,22.71
19-08-2009,162.75,165.3,162.45,164.6,103317900,22.48
18-08-2009,161.63,164.24,161.41,164,107788100,22.39
17-08-2009,163.55,163.59,159.42,159.59,131095300,21.79
14-08-2009,167.94,168.23,165.53,166.78,76454000,22.77
13-08-2009,166.65,168.67,166.5,168.42,109995200,23
12-08-2009,162.55,166.71,162.46,165.31,111267800,22.57
11-08-2009,163.69,164.38,161.88,162.83,88835600,22.23
10-08-2009,165.66,166.6,163.66,164.72,75073600,22.49
07-08-2009,165.49,166.6,164.8,165.51,96838700,22.6
06-08-2009,165.58,166.51,163.09,163.91,85404200,22.38
05-08-2009,165.75,167.39,164.21,165.11,105795900,22.54
04-08-2009,164.93,165.57,164.21,165.55,98952700,22.61
03-08-2009,165.21,166.64,164.87,166.43,98560000,22.73
31-07-2009,162.99,165,162.91,163.39,105634200,22.31
30-07-2009,161.7,164.72,161.5,162.79,117401200,22.23
29-07-2009,158.9,160.45,158.25,160.03,95539500,21.85
28-07-2009,158.88,160.1,157.6,160,90888700,21.85
27-07-2009,160.17,160.88,157.26,160.1,108327800,21.86
24-07-2009,156.95,160,156.5,159.99,109590600,21.85
23-07-2009,156.63,158.44,155.56,157.82,131740700,21.55
22-07-2009,157.79,158.73,156.11,156.74,218526000,21.4
21-07-2009,153.29,153.43,149.75,151.51,218695400,20.69
20-07-2009,153.27,155.04,150.89,152.91,183881600,20.88
17-07-2009,149.08,152.02,148.63,151.75,150538500,20.72
16-07-2009,145.76,148.02,145.57,147.52,98392700,20.14
15-07-2009,145.04,147,144.32,146.88,121396800,20.06
14-07-2009,142.03,143.18,141.16,142.27,86811900,19.43
13-07-2009,139.54,142.34,137.53,142.34,120875300,19.44
10-07-2009,136.34,138.97,136.32,138.52,111318900,18.91
09-07-2009,137.76,137.99,135.93,136.36,85756300,18.62
08-07-2009,135.92,138.04,134.42,137.22,143982300,18.74
07-07-2009,138.48,139.68,135.18,135.4,115399200,18.49
06-07-2009,138.7,138.99,136.25,138.61,124672100,18.93
02-07-2009,141.25,142.83,139.79,140.02,92619800,19.12
01-07-2009,143.5,144.66,142.52,142.83,103544700,19.5
30-06-2009,142.58,143.8,141.8,142.43,108556000,19.45
29-06-2009,143.46,143.95,141.54,141.97,141904000,19.39
26-06-2009,139.79,143.56,139.74,142.44,109846100,19.45
25-06-2009,135.75,140.2,135.21,139.86,147361900,19.1
24-06-2009,135.42,137.5,134.86,136.22,121381400,18.6
23-06-2009,136.4,136.95,132.88,134.01,176633100,18.3
22-06-2009,140.67,141.56,136.33,137.37,158728500,18.76
19-06-2009,138.07,139.5,136.9,139.48,180464200,19.05
18-06-2009,136.11,138,135.59,135.88,106920100,18.55
17-06-2009,136.67,137.45,134.53,135.58,142853200,18.51
16-06-2009,136.66,138.47,136.1,136.35,128701300,18.62
15-06-2009,136.01,136.93,134.89,136.09,134937600,18.58
12-06-2009,138.81,139.1,136.04,136.97,140771400,18.7
11-06-2009,139.55,141.56,138.55,139.95,131205900,19.11
10-06-2009,142.28,142.35,138.3,140.25,172155900,19.15
09-06-2009,143.81,144.56,140.55,142.72,169241100,19.49
08-06-2009,143.82,144.23,139.43,143.85,232913100,19.64
05-06-2009,145.31,146.4,143.21,144.67,158179000,19.75
04-06-2009,140.13,144.18,140.04,143.74,137658500,19.63
03-06-2009,140,141.11,139.07,140.95,141299900,19.25
02-06-2009,138.99,141.34,138.35,139.49,114055900,19.05
01-06-2009,136.47,139.99,136,139.35,113124900,19.03
29-05-2009,135.39,135.9,133.85,135.81,114133600,18.54
28-05-2009,133.45,135.39,132.03,135.07,121888200,18.44
27-05-2009,131.78,134.98,130.91,133.05,161605500,18.17
26-05-2009,124.76,130.83,124.55,130.78,159231800,17.86
22-05-2009,124.05,124.18,121.75,122.5,74499600,16.73
21-05-2009,125.15,126.78,122.89,124.18,101986500,16.96
20-05-2009,127.63,129.21,125.3,125.87,97146000,17.19
19-05-2009,126.82,129.31,125.74,127.45,93105600,17.4
18-05-2009,123.73,126.7,121.57,126.65,114710400,17.29
15-05-2009,122.32,124.62,121.61,122.42,91891800,16.72
14-05-2009,119.78,123.53,119.7,122.95,111956600,16.79
13-05-2009,123.21,124.02,119.38,119.49,148992900,16.32
12-05-2009,129.56,129.71,123.25,124.42,152370400,16.99
11-05-2009,127.37,130.96,127.12,129.57,101164700,17.69
08-05-2009,129.04,131.23,126.26,129.19,116991000,17.64
07-05-2009,132.33,132.39,127.9,129.06,132944000,17.62
06-05-2009,133.33,133.5,130.22,132.5,118384700,18.09
05-05-2009,131.75,132.86,131.12,132.71,99563800,18.12
04-05-2009,128.24,132.25,127.68,132.07,152339600,18.03
01-05-2009,125.8,127.95,125.8,127.24,99379000,17.37
30-04-2009,126.22,127,124.92,125.83,124622400,17.18
29-04-2009,124.85,126.85,123.83,125.14,114527700,17.09
28-04-2009,123.35,126.21,123.26,123.9,113964200,16.92
27-04-2009,122.9,125,122.66,124.73,120172500,17.03
24-04-2009,124.64,125.14,122.97,123.9,135191000,16.92
23-04-2009,126.62,127.2,123.51,125.4,236289200,17.12
22-04-2009,122.63,125.35,121.2,121.51,234691800,16.59
21-04-2009,118.89,122.14,118.6,121.76,117671400,16.63
20-04-2009,121.73,122.99,119.16,120.5,116616500,16.45
17-04-2009,121.18,124.25,120.25,123.42,124373900,16.85
16-04-2009,119.19,123.15,118.79,121.45,148361500,16.58
15-04-2009,117.2,118.25,115.76,117.64,103220600,16.06
14-04-2009,119.57,120.17,117.25,118.31,113655500,16.15
13-04-2009,120.01,120.98,119,120.22,97309100,16.42
09-04-2009,118.42,120,117.96,119.57,132689200,16.33
08-04-2009,115.43,116.79,114.58,116.32,113907500,15.88
07-04-2009,116.53,116.67,114.19,115,134145200,15.7
06-04-2009,114.94,118.75,113.28,118.45,164516100,16.17
03-04-2009,114.19,116.13,113.52,115.99,159060300,15.84
02-04-2009,110.14,114.75,109.78,112.71,203091700,15.39
01-04-2009,104.09,109,103.89,108.69,147343000,14.84
31-03-2009,105.45,107.45,105,105.12,142520000,14.35
30-03-2009,104.51,105.01,102.61,104.49,125699000,14.27
27-03-2009,108.23,108.53,106.4,106.85,123218200,14.59
26-03-2009,107.83,109.98,107.58,109.87,154063000,15
25-03-2009,107.58,108.36,103.86,106.49,161654500,14.54
24-03-2009,106.36,109.44,105.39,106.5,160153000,14.54
23-03-2009,102.71,108.16,101.75,107.66,166599300,14.7
20-03-2009,102.09,103.11,100.57,101.59,173896800,13.87
19-03-2009,101.85,103.2,100.25,101.62,125045200,13.88
18-03-2009,99.91,103.48,99.72,101.52,199009300,13.86
17-03-2009,95.24,99.69,95.07,99.66,196661500,13.61
16-03-2009,96.53,97.39,94.18,95.42,199311000,13.03
13-03-2009,96.3,97.2,95.01,95.93,150292100,13.1
12-03-2009,92.9,96.58,92,96.35,192114300,13.16
11-03-2009,89.81,94.07,89.58,92.68,211593200,12.66
10-03-2009,84.87,89.17,84.36,88.63,211064700,12.1
09-03-2009,84.18,87.6,82.57,83.11,174574400,11.35
06-03-2009,88.34,88.4,82.33,85.3,252786800,11.65
05-03-2009,90.46,91.87,88.45,88.84,176724800,12.13
04-03-2009,90.18,92.77,89.45,91.17,185350900,12.45
03-03-2009,88.93,90.74,87.88,88.37,181085100,12.07
02-03-2009,88.12,91.2,87.67,87.94,192732400,12.01
27-02-2009,87.93,91.3,87.67,89.31,176664600,12.19
26-02-2009,92,92.92,88.96,89.19,157467100,12.18
25-02-2009,89.86,92.92,89.25,91.16,208263300,12.45
24-02-2009,87.45,90.89,87,90.25,201776400,12.32
23-02-2009,91.65,92,86.51,86.95,196745500,11.87
20-02-2009,89.4,92.4,89,91.2,187579000,12.45
19-02-2009,93.37,94.25,90.11,90.64,230701100,12.38
18-02-2009,95.05,95.85,92.72,94.37,171194800,12.89
17-02-2009,96.87,97.04,94.28,94.53,169559600,12.91
13-02-2009,98.99,99.94,98.12,99.16,152244400,13.54
12-02-2009,95.83,99.75,95.83,99.27,204297100,13.55
11-02-2009,96.37,98.31,95.77,96.82,168743400,13.22
10-02-2009,101.33,102.51,97.06,97.83,212265200,13.36
09-02-2009,100,103,99.5,102.51,178752700,14
06-02-2009,97.02,100,97,99.72,171802400,13.62
05-02-2009,92.77,97.25,92.62,96.46,187311600,13.17
04-02-2009,93.22,96.25,93.1,93.55,202105400,12.77
03-02-2009,91.92,93.38,90.28,92.98,149827300,12.7
02-02-2009,89.1,92,88.9,91.51,139561800,12.5
30-01-2009,92.6,93.62,90.01,90.13,162869700,12.31
29-01-2009,93.09,94.34,92.6,93,148182300,12.7
28-01-2009,92.12,95,91.5,94.2,215351500,12.86
27-01-2009,90.19,91.55,89.74,90.73,154509600,12.39
26-01-2009,88.86,90.97,88.3,89.64,173059600,12.24
23-01-2009,86.82,89.87,86.5,88.36,190942500,12.07
22-01-2009,88.04,90,85.82,88.36,352382100,12.07
21-01-2009,79.39,82.88,79.31,82.83,272317500,11.31
20-01-2009,81.93,82,78.2,78.2,229978700,10.68
16-01-2009,84.3,84.38,80.4,82.33,261906400,11.24
15-01-2009,80.57,84.12,80.05,83.38,457908500,11.39
14-01-2009,86.24,87.25,84.72,85.33,255416000,11.65
13-01-2009,88.24,89.74,86.35,87.71,199599400,11.98
12-01-2009,90.46,90.99,87.55,88.66,154429100,12.11
09-01-2009,93.21,93.38,90.14,90.58,136711400,12.37
08-01-2009,90.43,93.15,90.04,92.7,168375200,12.66
07-01-2009,91.81,92.5,90.26,91.01,188262200,12.43
06-01-2009,95.95,97.17,92.39,93.02,322327600,12.7
05-01-2009,93.17,96.18,92.71,94.58,295402100,12.91
02-01-2009,85.88,91.04,85.16,90.75,186503800,12.39
31-12-2008,85.97,87.74,85.34,85.35,151885300,11.65
30-12-2008,87.42,88.05,84.72,86.29,241900400,11.78
29-12-2008,86.52,87.62,85.07,86.61,171500000,11.83
26-12-2008,86.64,87.42,85.24,85.81,77081200,11.72
24-12-2008,86.14,86.25,84.55,85.04,67833500,11.61
23-12-2008,86.87,87.87,85.9,86.38,158757900,11.79
22-12-2008,90.02,90.03,84.69,85.74,211185100,11.71
19-12-2008,89.94,90.94,88.8,90,200480000,12.29
18-12-2008,89.31,90.83,88.44,89.43,214354000,12.21
17-12-2008,91.03,91.1,88.02,89.16,323465100,12.17
16-12-2008,93.98,96.48,92.75,95.43,273376600,13.03
15-12-2008,95.99,96.21,93,94.75,222939500,12.94
12-12-2008,92.8,99,92.53,98.27,260293600,13.42
11-12-2008,97.35,101.24,94.83,95,260154300,12.97
10-12-2008,97.87,99.49,96.5,98.21,234511900,13.41
09-12-2008,98.04,103.6,97.21,100.06,300874000,13.66
08-12-2008,97.28,100.8,95.8,99.72,296285500,13.62
05-12-2008,90.35,94.49,88.86,94,260948800,12.84
04-12-2008,94.43,95.21,89.06,91.41,272842500,12.48
03-12-2008,89.4,96.23,88.8,95.9,334670000,13.09
02-12-2008,90.03,92.65,86.5,92.47,287180600,12.63
01-12-2008,91.3,92.27,88.92,88.93,230941900,12.14
28-11-2008,94.7,94.76,91.86,92.67,74443600,12.65
26-11-2008,89.92,95.25,89.85,95,224959000,12.97
25-11-2008,94.63,94.71,88.16,90.8,308823200,12.4
24-11-2008,85.21,94.79,84.84,92.95,360564400,12.69
21-11-2008,81.93,84.12,79.14,82.58,392317800,11.28
20-11-2008,85.24,86.45,80,80.49,429203600,10.99
19-11-2008,89.44,91.58,86.21,86.29,292975200,11.78
18-11-2008,89.64,90.99,86.86,89.91,302423800,12.28
17-11-2008,88.48,90.55,87.26,88.14,290631600,12.04
14-11-2008,93.76,93.99,90,90.24,351316700,12.32
13-11-2008,89.87,96.44,86.02,96.44,463521800,13.17
12-11-2008,92.43,93.24,90.01,90.12,294744100,12.31
11-11-2008,94.81,97.17,92.26,94.77,306134500,12.94
10-11-2008,100.17,100.4,94.5,95.88,280955500,13.09
07-11-2008,99.24,99.85,95.72,98.24,273813400,13.41
06-11-2008,101.05,102.78,98,99.1,329768600,13.53
05-11-2008,108.91,109.72,102.99,103.3,314113800,14.11
04-11-2008,109.99,111.79,106.67,110.99,349670300,15.16
03-11-2008,105.93,109.1,104.86,106.96,264484500,14.6
31-10-2008,107.4,110.78,105.14,107.59,414939000,14.69
30-10-2008,108.23,112.19,107.61,111.04,409522400,15.16
29-10-2008,100.86,109.54,99.94,104.55,487744600,14.28
28-10-2008,95.43,100.5,92.37,99.91,408533300,13.64
27-10-2008,95.07,97.63,91.86,92.09,302192800,12.57
24-10-2008,90.33,97.9,90.11,96.38,397514600,13.16
23-10-2008,96.51,99.25,91.9,98.23,418857600,13.41
22-10-2008,97.37,101.25,92.93,96.87,562202200,13.23
21-10-2008,96.95,97.9,91.16,91.49,548415000,12.49
20-10-2008,99.78,100.03,93.64,98.44,387292500,13.44
17-10-2008,99.6,102.04,85.89,97.4,440556900,13.3
16-10-2008,99.77,103.43,91.74,101.89,495130300,13.91
15-10-2008,103.84,107,97.89,97.95,396043900,13.37
14-10-2008,116.26,116.4,103.14,104.08,495248600,14.21
13-10-2008,104.55,110.53,101.02,110.26,384769000,15.06
10-10-2008,85.7,100,85,96.8,554824900,13.22
09-10-2008,93.35,95.8,86.6,88.74,404345900,12.12
08-10-2008,85.91,96.33,85.68,89.79,551935300,12.26
07-10-2008,100.48,101.5,88.95,89.16,469693000,12.17
06-10-2008,91.96,98.78,87.54,98.14,526854300,13.4
03-10-2008,104,106.5,94.65,97.07,573599600,13.25
02-10-2008,108.01,108.79,100,100.1,402341100,13.67
01-10-2008,111.92,112.36,107.39,109.12,324121000,14.9
30-09-2008,108.25,115,106.3,113.66,406670600,15.52
29-09-2008,119.62,119.68,100.59,105.26,655514300,14.37
26-09-2008,124.91,129.8,123,128.24,281612800,17.51
25-09-2008,129.8,134.79,128.52,131.93,251511400,18.01
24-09-2008,127.27,130.95,125.15,128.71,261753800,17.57
23-09-2008,131.85,135.8,126.66,126.84,320091100,17.32
22-09-2008,139.94,140.25,130.66,131.05,214178300,17.89
19-09-2008,142.6,144.2,136.31,140.91,357718900,19.24
18-09-2008,130.57,135.43,120.68,134.09,419063400,18.31
17-09-2008,138.49,138.51,127.83,127.83,300113800,17.45
16-09-2008,133.86,142.5,132.15,139.88,299959100,19.1
15-09-2008,142.03,147.69,140.36,140.36,230158600,19.17
12-09-2008,150.91,150.91,146.5,148.94,198256800,20.34
11-09-2008,148.18,152.99,146,152.65,242783800,20.84
10-09-2008,152.32,154.99,148.8,151.61,243285700,20.7
09-09-2008,156.86,159.96,149.79,151.68,311256400,20.71
08-09-2008,164.57,164.89,151.46,157.92,261494800,21.56
05-09-2008,158.59,162.4,157.65,160.18,196721000,21.87
04-09-2008,165.86,167.91,160.81,161.22,185846500,22.01
03-09-2008,166.84,168.68,164,166.96,183708700,22.8
02-09-2008,172.4,173.5,165,166.19,195190800,22.69
29-08-2008,172.96,173.5,169.04,169.53,149822400,23.15
28-08-2008,175.28,176.25,172.75,173.74,107846200,23.72
27-08-2008,173.31,175.76,172.19,174.67,119445200,23.85
26-08-2008,172.76,174.88,172.61,173.64,111387500,23.71
25-08-2008,176.15,176.23,171.66,172.55,121106300,23.56
22-08-2008,175.82,177.5,175.57,176.79,109902800,24.14
21-08-2008,174.47,175.45,171.89,174.29,134936200,23.8
20-08-2008,174.77,176.94,173.61,175.84,126737800,24.01
19-08-2008,174.54,177.07,171.81,173.53,154051100,23.69
18-08-2008,175.57,177.81,173.82,175.39,138003600,23.95
15-08-2008,179.04,179.75,175.05,175.74,177062900,24
14-08-2008,178.33,180.45,177.84,179.32,177825200,24.49
13-08-2008,177.98,180,175.9,179.3,210586600,24.48
12-08-2008,173.52,179.29,173.51,176.73,209069700,24.13
11-08-2008,170.07,176.5,169.67,173.56,222826100,23.7
08-08-2008,163.86,169.65,163.75,169.55,178499300,23.15
07-08-2008,162.71,166.15,161.5,163.57,168093100,22.33
06-08-2008,159.97,167.4,158,164.19,197852200,22.42
05-08-2008,155.42,160.8,154.82,160.64,172092900,21.93
04-08-2008,156.6,157.9,152.91,153.23,148131900,20.92
01-08-2008,159.9,159.99,155.75,156.66,136159800,21.39
31-07-2008,157.54,162.2,156.98,158.95,159374600,21.7
30-07-2008,157.78,160.49,156.08,159.88,181295800,21.83
29-07-2008,155.41,159.45,153.65,157.08,171017700,21.45
28-07-2008,162.34,162.47,154.02,154.4,195178200,21.08
25-07-2008,160.4,163,158.65,162.12,158409300,22.14
24-07-2008,164.32,165.26,158.45,159.03,209904800,21.71
23-07-2008,164.99,168.37,161.56,166.26,265442100,22.7
22-07-2008,149,162.76,146.53,162.02,469898100,22.12
21-07-2008,166.9,167.5,161.12,166.29,340117400,22.71
18-07-2008,168.52,169.65,165,165.15,217103600,22.55
17-07-2008,174.1,174.98,171.39,171.81,189381500,23.46
16-07-2008,170.2,172.93,168.6,172.81,186947600,23.6
15-07-2008,172.48,173.74,166.39,169.64,260010800,23.16
14-07-2008,179.24,179.3,173.08,173.88,221513600,23.74
11-07-2008,175.47,177.11,171,172.58,232502900,23.56
10-07-2008,174.92,177.34,171.37,176.63,210172200,24.12
09-07-2008,180.2,180.91,174.14,174.25,223944000,23.79
08-07-2008,175.4,179.7,172.74,179.55,222087600,24.52
07-07-2008,173.16,177.13,171.9,175.16,205097900,23.92
03-07-2008,169.59,172.17,165.75,170.12,130840500,23.23
02-07-2008,175.2,177.45,168.18,168.18,209379800,22.96
01-07-2008,164.23,174.72,164,174.68,277820200,23.85
30-06-2008,170.19,172,166.62,167.44,171049200,22.86
27-06-2008,166.51,170.57,164.15,170.09,260562400,23.22
26-06-2008,174.07,174.84,168.01,168.26,217402500,22.98
25-06-2008,174.61,178.83,173.88,177.39,161112700,24.22
24-06-2008,172.37,175.78,171.63,173.25,155486800,23.66
23-06-2008,174.74,175.88,171.56,173.16,161445200,23.64
20-06-2008,179.35,181,175,175.27,222091800,23.93
19-06-2008,178.55,182.34,176.8,180.9,197987300,24.7
18-06-2008,181.12,182.2,177.35,178.75,202867000,24.41
17-06-2008,178.1,181.99,177.41,181.43,224914200,24.77
16-06-2008,171.3,177.9,169.07,176.84,262932600,24.15
13-06-2008,171.64,174.16,165.31,172.37,336489300,23.54
12-06-2008,181.49,182.6,171.2,173.26,327083400,23.66
11-06-2008,184.34,186,179.59,180.81,240387700,24.69
10-06-2008,180.51,186.78,179.02,185.64,285235300,25.35
09-06-2008,184.79,184.94,175.75,181.61,472098200,24.8
06-06-2008,188,189.95,185.55,185.64,241605700,25.35
05-06-2008,186.34,189.84,185.7,189.43,188861400,25.87
04-06-2008,184.02,187.09,183.23,185.19,181745900,25.29
03-06-2008,186.86,188.2,182.34,185.37,187630100,25.31
02-06-2008,188.6,189.65,184.53,186.1,169960000,25.41
30-05-2008,187.45,189.54,187.38,188.75,152546100,25.77
29-05-2008,186.76,188.2,185.5,186.69,161796600,25.49
28-05-2008,187.41,187.95,183.72,187.01,185994900,25.54
27-05-2008,182.75,186.43,181.84,186.43,197476300,25.46
23-05-2008,180.77,181.99,177.8,181.17,226729300,24.74
22-05-2008,179.26,181.33,172,177.05,301683900,24.18
21-05-2008,185.67,187.95,176.25,178.19,289414300,24.33
20-05-2008,181.82,186.16,180.12,185.9,242462500,25.38
19-05-2008,187.86,188.69,181.3,183.6,236455100,25.07
16-05-2008,190.11,190.3,187,187.62,191442300,25.62
15-05-2008,186.81,189.9,184.2,189.73,218302000,25.91
14-05-2008,191.23,192.24,185.57,186.26,229205900,25.43
13-05-2008,188.61,191.45,187.86,189.96,205809100,25.94
12-05-2008,185.21,188.87,182.85,188.16,204640800,25.69
09-05-2008,183.16,184.25,181.37,183.45,168268100,25.05
08-05-2008,183.77,186.5,183.07,185.06,224771400,25.27
07-05-2008,186.05,188.2,180.54,182.59,289283400,24.93
06-05-2008,184.66,187.12,182.18,186.66,229717600,25.49
05-05-2008,181.92,185.31,181.05,184.73,213639300,25.22
02-05-2008,180.19,181.92,178.55,180.94,251520500,24.71
01-05-2008,174.96,180,174.86,180,225894200,24.58
30-04-2008,176.19,180,172.92,173.95,284881100,23.75
29-04-2008,171.11,175.66,170.25,175.05,230869100,23.9
28-04-2008,169.75,173.75,169.13,172.24,196803600,23.52
25-04-2008,170.7,171.1,166.42,169.73,248118500,23.18
24-04-2008,165.34,169.98,159.19,168.94,424016600,23.07
23-04-2008,164.05,164.84,161.08,162.89,376047700,22.24
22-04-2008,167.4,168,158.09,160.2,359893100,21.87
21-04-2008,162.21,168.5,161.76,168.16,259788200,22.96
18-04-2008,159.12,162.26,158.38,161.04,256691400,21.99
17-04-2008,154.17,156,153.35,154.49,176066800,21.09
16-04-2008,151.72,154.1,150.62,153.7,198943500,20.99
15-04-2008,149.4,149.72,145.72,148.38,174509300,20.26
14-04-2008,146.77,149.25,144.54,147.78,211271900,20.18
11-04-2008,152.72,153.3,146.4,147.14,302519000,20.09
10-04-2008,151.13,155.42,150.6,154.55,238940800,21.1
09-04-2008,153.31,153.89,150.46,151.44,218349600,20.68
08-04-2008,153.55,156.45,152.32,152.84,253573600,20.87
07-04-2008,156.13,159.69,155.11,155.89,289581600,21.29
04-04-2008,152.19,154.71,150.75,153.08,213604300,20.9
03-04-2008,147.06,153.63,147,151.61,262892000,20.7
02-04-2008,148.78,151.2,145.85,147.49,261242100,20.14
01-04-2008,146.3,149.66,143.61,149.53,258141800,20.42
31-03-2008,143.27,145.71,142.52,143.5,192016300,19.59
28-03-2008,141.8,144.65,141.6,143.01,178652600,19.53
27-03-2008,144.95,145.31,139.99,140.25,249957400,19.15
26-03-2008,140.87,145.74,140.64,145.06,295521100,19.81
25-03-2008,139.96,143.1,137.33,140.98,263097800,19.25
24-03-2008,134.01,140.85,133.64,139.53,266730100,19.05
20-03-2008,131.12,133.29,129.18,133.27,227196900,18.2
19-03-2008,133.12,134.29,129.67,129.67,252634200,17.71
18-03-2008,129.18,133,128.67,132.82,301280000,18.14
17-03-2008,122.55,128.59,122.55,126.73,268149700,17.3
14-03-2008,129.88,130.3,124.2,126.61,289160200,17.29
13-03-2008,124.1,129.5,123,127.94,315525700,17.47
12-03-2008,127.04,128.68,125.17,126.03,264907300,17.21
11-03-2008,124.1,127.48,122,127.35,290985800,17.39
10-03-2008,121.98,123.46,119.37,119.69,249897200,16.34
07-03-2008,120.41,122.98,119.05,122.25,307615700,16.69
06-03-2008,124.61,127.5,120.81,120.93,368424700,16.51
05-03-2008,123.58,125.14,122.25,124.49,305459000,17
04-03-2008,121.99,124.88,120.4,124.62,446345900,17.02
03-03-2008,124.44,125.98,118,121.73,398260800,16.62
29-02-2008,129.29,130.21,124.8,125.02,313870200,17.07
28-02-2008,127.2,132.2,125.77,129.91,404563600,17.74
27-02-2008,118.23,123.05,118.09,122.96,368784500,16.79
26-02-2008,117.64,121.09,115.44,119.15,376222000,16.27
25-02-2008,118.59,120.17,116.66,119.74,314193600,16.35
22-02-2008,122.48,122.51,115.87,119.46,382469500,16.31
21-02-2008,126.05,126.47,120.86,121.54,234528700,16.6
20-02-2008,122.2,124.6,121.68,123.82,241859800,16.91
19-02-2008,125.99,126.75,121.44,122.18,251261500,16.68
15-02-2008,126.27,127.08,124.06,124.63,225325100,17.02
14-02-2008,129.4,130.8,127.01,127.46,238524300,17.4
13-02-2008,126.68,129.78,125.63,129.4,242133500,17.67
12-02-2008,130.7,131,123.62,124.86,306495000,17.05
11-02-2008,128.01,129.98,127.2,129.45,300358100,17.68
08-02-2008,122.08,125.7,121.6,125.48,338993200,17.13
07-02-2008,119.97,124.78,117.27,121.24,520832900,16.55
06-02-2008,130.83,131.92,121.77,122,393318100,16.66
05-02-2008,130.43,134,128.9,129.36,285260500,17.66
